スーパー,supermarket
デパート,department store
バスてい,bus stop
びょういん,hospital
ホテル,hotel
ほんや,bookstore
まち,town; city
レストラン,restaurant
きのう,yesterday
さっき,a little while ago
〜じかん,hour
いちじかん,one hour
せんしゅう,last week
とき,when...; at the time of...
かようび,Tuesday
すいようび,Wednesday
もくようび,Thursday
きんようび,Friday
あう,to meet; to see (a person)
ある,there is ...
かう,to buy
かく,to write
とる,to take (pictures)
まつ,to wait
わかる,to understand
いる,(a person) is in ...; stays at ...
〜ぐらい,about (approximate measurement)
ごめんなさい,I'm sorry.
だから,so; therefore
たくさん,many; a lot
〜と,together with (a person)
どうして,why
ひとりで,alone
もしもし,Hello? (used on the phone)
みぎ,right
ひだり,left
まえ,front
うしろ,back
なか,inside
うえ,on
した,under
そば,near
となり,next
あいだ,between
そこ,there
ここ,here
げつようび,Monday
うみ,sea
きって,postal stamps
きっぷ,ticket
サーフィン,surfing
しゅくだい,homework
たべもの,food
たんじょうび,birthday
テスト,test
てんき,weather
のみもの,drink
はがき,postcard
バス,bus
ひこうき,airplane
へや,room
ぼく,I (used by men)
やすみ,holiday; day off; absence
りょこう,travel
あたらしい,new
あつい,hot (weather)
あつい,hot (objects)
いそがしい,busy (people/days)
おおきい,large
おもしろい,interesting
こわい,frightening
さむい,cold (weather-not used for objects)
たのしい,fun
ちいさい,small
つまらない,boring
ふるい,old (thing - not used for people)
むずかしい,difficult
やさしい,easy (problem); kind (person)
やすい,inexpensive; cheap (thing)
きらい（な）,disgusted with; to dislike
きれい（な）,beautiful; clean
げんき（な）,healthy; energetic
しずか（な）,quiet
すき（な）,fond of; to like
だいきらい（な）,to hate
だいすき（な）,very fond of; to love
にぎやか（な）,lively
ハンサム（な）,handsome
ひま（な）,not busy; to have a lot of free time
およぐ,to swim
きく,to ask
のる,to ride; to board
やる,to do; to perform
でかける,to go out
いっしょに,together
それから,and then
だいじょうぶ,It's okay.; Not to worry.; Everything is under control.
とても,very
どんな,what kind of...
〜まい,[counter for flat objects]
〜まで,to (a place); as far as (a place); till (a time)
おかね,money
おばあさん,grandmother; old woman
おふろ,bath
かんじ,kanji; Chinese character
きょうかしょ,textbook
こんしゅう,this week
しみんびょういん,Municipal Hospital
つぎ,next
テレビゲーム,video game
でんき,electricity
でんしゃ,train
にもつ,baggage
ページ,page
まど,window
よる,night
らいしゅう,next week
らいねん,next year
たいへん（な）,tough (situation)
あそぶ,to play; to spend time pleasantly
いそぐ,to hurry
おふろにはいる,to take a bath
かえす,to return (things)
けす,to turn off; to erase
しぬ,to die
すわる,to sit down
たつ,to stand up
たばこをすう,to smoke
つかう,to use
てつだう,to help
はいる,to enter
もつ,to carry; to hold
やすむ,to be absent (from...); to rest
あける,to open (something)
おしえる,to teach; to instruct
おりる,to get off
かりる,to borrow
しめる,to close (something)
つける,to turn on
でんわをかける,to make a phone call
わすれる,to forget; to leave behind
つれてくる,to bring (a person)
もってくる,to bring (a thing)
あとで,later on
おそく,(do something) late
〜から,because ...
けっこうです,That would be fine.; That wouldn't be necessary.
すぐ,right away
ほんとうですか,Really?
ゆっくり,slowly; leisurely; unhurriedly
あね,(my) older sister
アパート,apartment
いもうと,younger sister
うた,song
おとうと,younger brother
おとこのひと,man
おにいさん,older brother
おねえさん,older sister
おんなのひと,woman
かいしゃ,company
かぞく,family
かみ,hair
きょうだい,brothers and sisters
くに,country; place of origin
くるま,car
コンビニ,convenience store
しょくどう,cafeteria; dining commons
ちち,(my) father
Tシャツ,T-shirt
め,eye
めがね,glasses
あたまがいい,bright; smart; clever
かっこいい,great-looking
かわいい,cute
せがたかい,tall
せがひくい,short (stature)
ながい,long
はやい,fast
みじかい,short (length)
しんせつ,kind
べんり,convenient
うたう,to sing
かぶる,to put on (a hat)
しる,to get to know
しっています,I know
しりません,I do not know
すむ,to live
はく,to put on (items below your waist)
ふとる,to gain weight
ふとっています,to be on the heavy side
めがねをかける,to put on glasses
きる,to put on (clothes above your waist)
やせる,to lose weight
やせています,to be thin
けっこんする,to get married
が,but
ひとり,one person
ふたり,two people
もちろん,of course
よかったら,if you like
ざんねんですね,That's too bad.
あさって,the day after tomorrow
あめ,rain
かいしゃいん,office worker
カメラ,camera
カラオケ,karaoke
くうき,air
けさ,this morning
こんげつ,this month
しごと,job; work; occupation
だいがくせい,college student
ディスコ,disco
てんきよほう,weather forecast
ところ,place
トマト,tomato
なつ,summer
なにか,something
パーティー,party
バーベキュー,barbecue
はし,chopsticks
ふゆ,winter
ホームステイ,homestay; living with a local family
まいしゅう,every week
らいげつ,next month
じょうず,skillful; good at...
へた,clumsy; poor at...
ゆうめい,famous
あめがふる,it rains
あらう,to wash
いう,to say
いる,to need
おそくなる,to be late (for ...)
おもう,to think
きる,to cut
つくる,to make
もっていく,to take (something)
じろじろみる,to stare (at ...)
はじめる,to begin
うんてんする,to drive
せんたくする,to do laundry
そうじする,to clean
りょうりする,to cook
ううん,uh-uh; no
うん,uh-huh; yes
かんぱい,Cheers! (a toast)
みんなで,all (of the people) together
いいこ,good child
いろ,color
おべんとう,boxed lunch
おんせん,spa; hot spring
かぶき,Kabuki; traditional Japanese theatrical art
ギター,guitar
くすり,medicine
くすりをのむ,to take medicine
コンサート,concert
こんど,near future
さくぶん,essay; composition
しけん,exam
しんかんせん,"Shinkansen; ""Bullet Train"""
スキー,ski
せんげつ,last month
たんご,word; vocabulary
ピアノ,piano
びょうき,illness; sickness
あおい,blue
あかい,red
くろい,black
さびしい,lonely
しろい,white
わかい,young
いじわる,mean-spirited
おどる,to dance
おわる,(something) ends
にんきがある,to be popular
はじまる,(something) begins
ひく,to play (a string instrument or piano)
もらう,to get (from somebody)
おぼえる,to memorize
でる,(1) to appear; to attend (2) to exit
うんどうする,to do physical exercises
さんぽする,to take a walk
ぜひ,by all means
みんな,all
もう,already
ひとつ,one
ふたつ,two
みっつ,three
よっつ,four
いつつ,five
むっつ,six
ななつ,seven
やっつ,eight
ここのつ,nine
とお,ten
おかし,snack; sweets
おしょうがつ,New Year's
おとこのこ,boy
おもちゃ,toy
おんなのこ,girl
がいこく,foreign country
かしゅ,singer
キャンプ,camp
こちら,this person (polite)
こんがっき,this semester
しゃちょう,president of a company
じゅぎょう,class
しょうらい,future
ドライブ,drive
ビール,beer
びじゅつかん,art museum
ホストファミリー,host family
みずうみ,lake
やま,mountain
ゆめ,dream
ルームメート,roommate
うそをつく,to tell a lie
おなかがすく,to become hungry
かう,to own (a pet)
サボる,to cut classes
とる,to take (a class); to get (a grade)
ならう,to learn
のぼる,to climb
はたらく,to work
つかれる,to get tired
やめる,to quit
けんかする,to have a fight; to quarrel
しょうかいする,to introduce
ダイエットする,to go on a diet
ちこくする,to be late (for an appointment)
りゅうがくする,to study abroad
あと,after (an event)
しゅっしん,coming from
すごく,very
そして,and then
ひさしぶり,it has been a long time
まあまあ,okay; so-so
もっと,more
あし,leg; foot
いみ,meaning
おなか,stomach
かぜ,cold
かのじょ,girlfriend
かれ,boyfriend
きおん,temperature (weather)
くもり,cloudy weather
しあい,match; game
ジュース,juice
せいせき,"grade (on a test, etc.)"
せき,cough
のど,throat
は,tooth
はな,flower
はれ,sunny weather
ふく,clothes
ふつかよい,hangover
プレゼント,present
ホームシック,homesickness
もの,thing (concrete object)
ゆき,snow
ようじ,business to take care of
あまい,sweet
いたい,hurt; painful
おおい,there are many...
せまい,narrow; not spacious
つごうがわるい,inconvenient; to have a scheduling conflict
わるい,bad
すてき,fantastic
かぜをひく,to catch a cold
きょうみがある,to be interested (in ...)
なくす,to lose
のどがかわく,to become thirsty
ねつがある,to have a fever
せきがでる,to cough
わかれる,to break up; to separate
きんちょうする,to get nervous
しんぱいする,to worry
いつも,always
おだいじに,Get well soon.
げんきがない,don't look well
たぶん,probably; maybe
できるだけ,as much as possible
にさんにち,for two to three days
はじめて,for the first time
もうすぐ,very soon; in a few moments/days
ウェイター,waiter
おじいさん,grandfather; old man
おとな,adult
がいこくご,foreign language
がっき,musical instrument
からて,karate
カレー,curry
きもの,kimono; Japanese traditional dress
ケーキ,cake
こうこく,advertisement
こうちゃ,tea (black tea)
ことば,language
ゴルフ,golf
セーター,sweater
ぞう,elephant
バイオリン,violin
バイク,motorbike
ぶっか,(consumer) prices
ぶんぽう,grammar
べんごし,lawyer
ぼしゅう,recruitment
みせ,shop; store
やくざ,yakuza; gangster
やくそく,promise; appointment
レポート,(term) paper
わたくし,I (formal)
うれしい,glad
かなしい,sad
からい,hot and spicy; salty
きびしい,strict
ちかい,close; near
いろいろ,various; different kinds of
しあわせ,happy (lasting happiness)
だめ,no good
あむ,to knit
かす,to lend; to rent
がんばる,to do one's best; to try hard
なく,to cry
みがく,to brush (teeth); to polish
やくそくをまもる,to keep a promise
かんどうする,to be moved/touched (by ...)
いらっしゃいます,(someone honorable) is present/home
じつは,"as a matter of fact, ..."
ぜんぶ,all
いちにち,one day
ふつか,two days
みっか,three days
よっか,four days
いつか,five days
むいか,six days
なのか,seven days
ようか,eight days
ここのか,nine days
とおか,ten days
よろしくおねがいします,Thank you (in advance)
ぬいぐるみ,"stuffed animal (e.g., teddy bear)"
あに,(my) older brother
おおやさん,landlord
おかえし,return (as a token of gratitude)
おくさん,(your/his) wife
おじさん,uncle; middle-aged man
おばさん,aunt; middle-aged woman
クラブ,club; student society
クリスマス,Christmas
ごしゅじん,(your/her) husband
コップ,tumbler; glass
さら,plate; dish
じかん,time
チョコレート,chocolate
でんしメール,e-mail
ネクタイ,necktie
はは,(my) mother
バレンタインデー,St. Valentine's Day
ビデオカメラ,camcorder
ふうふ,married couple; husband and wife
ホワイトデー,"""White Day"" (yet another gift-giving day)"
マフラー,winter scarf
まんが,comic book
マンション,multistory apartment; condominium
みかん,mandarin
ゆびわ,ring
りょうしん,parents
りれきしょ,resume
ほしい,to want
けち,stingy; cheap
おくる,to send
にあう,to look good (on somebody)
あきらめる,to give up
あげる,to give (to others)
くれる,to give (me)
できる,to come into existence; to be made
そうだんする,to consult
プロポーズする,to propose marriage
おなじ,same
きょねん,last year
わたしたち,we
ちょうど,exactly
よく,well
え,painting; picture; drawing
えいがかん,movie theater
がいこくじん,foreigner
かぐ,furniture
かんこう,sightseeing
けっこんしき,wedding
じしん,earthquake
しめきり,deadline
ジャケット,jacket
しゅうかん,custom
ぜいきん,tax
そつぎょうしき,graduation ceremony
そば,Japanese buckwheat noodle
ちず,map
でんち,battery
にわ,garden
はっぴょう,presentation
ばんぐみ,broadcast program
プール,swimming pool
ペット,pet
よてい,schedule
りょかん,inn
わりびきけん,discount coupon
ひろい,spacious; wide
うる,to sell
おろす,to withdraw (money)
かく,to draw; to paint
さがす,to look for
さそう,to invite
つきあう,(1) to date (someone) (2) to keep company
つく,to arrive
ほけんにはいる,to buy insurance
きをつける,to be cautious/careful
しらべる,to look into (a matter)
すてる,to throw away
みえる,to be visible
する,to decide on (an item)
そつぎょうする,to graduate (from ...)
よやくする,to reserve
いちにちじゅう,all day long
さいきん,recently
えきいん,station attendant
おや,parent
ごみ,garbage
さとう,sugar
しょうがくきん,scholarship
しんせき,relatives
すいせんじょう,letter of recommendation
だいがくいん,graduate school
たいふう,typhoon
ひ,day
ファイル,file; portfolio
みち,way; road; directions
めざましどけい,alarm clock
きたない,dirty
おこす,to wake (someone) up
おごる,to treat (someone) to a meal
おちこむ,to get depressed
こまる,to have difficulty
だす,to take (something) out; to hand in (something)
つれていく,to take (someone) to (a place)
なおす,to correct; to fix
みちにまよう,to become lost; to lose one's way
やくす,to translate
わらう,to laugh
アイロンをかける,to iron (clothes)
あつめる,to collect
いれる,to put (something) in
のりおくれる,"to miss (a train, bus, etc.)"
みせる,to show
あさねぼうする,to oversleep
あんないする,to show (someone) around
せつめいする,to explain
むかえにくる,to come to pick up (someone)
ええと,well...; let me see...
きょうじゅうに,by the end of today
このあいだ,the other day
このぐらい,about this much
ごめん,I'm sorry. (casual)
しつれいします,Excuse me..; Sorry to interrupt you.
じぶんで,(do something) oneself
じゅぎょうちゅうに,in class; during the class
ほかの,other
おきゃくさん,guest; visitor; client; customer
おとこ,man
おゆ,hot water
おんな,woman
かぎ,key
かみ,paper
きゅうりょう,salary
コンタクト,contact lenses
さいてい,the lowest; the worst
サラリーマン,salaryman; company employee
ざんぎょう,overtime work
ストーブ,heater
たからくじ,lottery
ちがい,difference
ニュース,news
ひげ,beard
ひみつ,secret
りょう,dormitory
りょこうがいしゃ,travel agency
うらやましい,envious
すくない,a little; a few
つよい,strong
えらぶ,to choose; to select
かみをとかす,to comb one's hair
おゆをわかす,to boil water
こむ,to get crowded
たからくじにあたる,to win a lottery
ぬぐ,to take off (clothes)
ひげをそる,to shave one's beard
いれる,"to make tea, coffee, etc."
かぎをかける,to lock
たりる,to be sufficient; to be enough
なれる,to get used to...
けしょうする,to put makeup on
しゅうしょくする,to get a full-time job (at...)
する,"to wear small items (necktie, watch, etc.)"
りこんする,to get a divorce
おめでとうございます,Congratulations!
じぶん,oneself
ずいぶん,very
そうか,I see. (casual)
それに,"moreover, ..."
たとえば,for example
〜にくらべて,compared with ...
〜によると,according to ...
まえ,before...
やっぱり,after all
あと,the rest
エアコン,air conditioner
カーテン,curtain
ぎゅうにゅう,milk
シャンプー,shampoo
スイッチ,switch
スカート,skirt
しょうゆ,soy sauce
そと,outside
タオル,towel
にっき,diary
ポップコーン,popcorn
やちん,rent
ゆうがた,evening
ラジカセ,cassette player with a radio
るすばんでんわ,answering machine
れいぞうこ,refrigerator
ろうそく,candle
あかるい,bright
きぶんがわるい,to feel sick
はずかしい,embarassing; to feel embarassed
あく,(something) opens
あやまる,to apologize
おす,to press; to push
おとす,to drop (something)
おゆがわく,water boils
ころぶ,to fall down
こわす,to break (something)
さく,to bloom
しまる,(something) closes
たすかる,to be saved; to be helped
たのむ,to ask (a favor)
つく,(something) turns on
よごす,to make dirty
おちる,(something) drops
かんがえる,to think (about); to consider
きえる,(something) goes off
こわれる,(something) breaks
よごれる,to become dirty
ちゅうもんする,to place an order
いますぐ,right away
おかげで,thanks to ...
おさきにしつれいします,"See you. (lit., I'm leaving ahead of you.)"
おつかれさまでした,You must be tired after working so hard. (ritualistic expression)
ほんとうに,really
まず,first of all
〜までに,by (time/date)
どうしよう,What should I/we do?
しょうたいする,to invite someone (to an event/a place)
おくさま,(your/his) wife (polite)
おこさん,(your/their) child (polite)
おれい,expression of gratitude
けいご,honorific language
こちら,this way (polite)
しゅっちょう,business trip
しゅるい,a kind; a sort
せいかく,personality
ちゅうがくせい,junior high school student
どちら,where (polite)
なまけもの,lazy person
なやみ,worry
はずかしがりや,shy person
はなし,chat; talk
ぶちょう,department manager
ぶんか,culture
まちがい,mistake
なかがいい,be on good/close terms; to get along well
まじめ,serious; sober; diligent
いらっしゃる,"honorific expression for いく, くる, and いる"
おくる,to walk/drive (someone)
おこる,to get angry
おっしゃる,honorific expression for いう
おやすみになる,honorific expression for ねる
きまる,to be decided
くださる,honorific expression for くれる
ごらんになる,honorific expression for みる
しりあう,to get aquainted with
〜ていらっしゃる,honorific expression for 〜ている
なさる,honorific expression for する
ひっこす,to move (to another place to live)
めしあがる,honorific expression for たべる and のむ
よぶ,to call (one's name); to invite
よる,to stop by
おくれる,to become late
かける,to sit down
はれる,to become sunny
もてる,to be popular (in terms of romantic interest)
えんりょする,to hold back for the time being; to refrain from
ごちそうする,to treat/invite (someone) to a meal
ちゅういする,to watch out; to give warning
はなしをする,to have a talk
おととい,the day before yesterday
なぜ,why (=どうして)
ほんとうは,in fact; originally
まいあさ,every morning
まだ,still
〜めいさま,party of ... people
ようこそ,Welcome.
よろしくおつたえください,Please give my best regards (to ...)
あかちゃん,baby
か,mosquito
かいぎ,business meeting; conference
ガソリン,gasoline
かんきょう,environment
けいさつ,police; police station
こうじょう,factory
こと,things; matters
しゅうでん,last train
スピーチ,speech
せいふ,government
ちかん,sexual offender; lascivious man
どろぼう,burgular
バイト,abbreviation of アルバイト
はんにん,criminal
ポスター,poster
むかし,old days; past
もんく,complaint
もんくをいう,to complain
るす,absence; not at home
とおい,far (away)
ひどい,awful
あんぜん,safe
たいせつ,precious; valuable
めちゃくちゃ,messy; disorganized
おく,to put; to lay; to place
きがつく,to notice
ける,to kick
さす,to sting; to bite (bug); to stab
さわる,to touch
つかまる,to be arrested; to be caught
つつむ,to wrap; to cover
なぐる,to strike; to hit; to punch
ぬすむ,to steal; to rob
はる,to post
ふむ,to step on
ふる,to turn down (somebody); to reject; to jilt
やく,to bake
やる,"to give (to pets, plants, younger siblings, etc.)"
いじめる,to bully
きがえる,to change clothes
ためる,to save money
つづける,to continue
ほめる,to praise; to say nice things
まちがえる,to make a mistake
みつける,to find
じゅんびする,to prepare
ばかにする,to insult; to make a fool of ...
びっくりする,to be surprised
ひるねをする,to take a nap
れんらくする,to contact
〜あいだに,while...
ころ,time of...; when...
すこし,a little
とにかく,anyhow; anyway
どうりょう,colleague
あいて,partner
うけつけ,reception desk
えいかいわ,English conversation
おじょうさん,(someone's) daughter (polite)
かじ,household matters
かぜ,wind
き,tree
きまつしけん,final examination
こうはい,junior members of a group
さる,monkey
じゆう,freedom
じゅく,cram school
しょるい,document
せんぱい,senior members of a group
ひとりぐらし,living alone
ぶか,subordinate
ふくしゅう,review of lessons
プロジェクト,project
ボール,ball
むだづかい,waste (money)
めんきょ,license
よしゅう,preparation of lessons
うるさい,noisy; annoying
しんぱい,worried about
びんぼう,poor
ペラペラ,fluent
へん,strange; unusual
らく,easy; comfortable
かつ,to win
コピーをとる,to make a photocopy
はこぶ,to carry from one place to another; transport
はしる,to run
ひろう,to pick up (something)
ふく,to blow
ほうっておく,to leave (someone/something) alone; to neglect
まにあう,to be in time for
むかえにいく,to go to pick up (someone)
けいかくをたてる,to make a plan
そだてる,to raise; to bring up
たすける,to help; to rescue
まける,to lose (a match)
おねがいする,to pray for help
さんせいする,to agree
しっぱいする,to fail; to be unsuccessful
てつやする,to stay up all night
はんたいする,to oppose; to object to
ほんやくする,to translate
こんなふう,in this way
ずっと,for a long time; all the time
ぜったいに,definitely
そんなことはない,I don't think so.
〜とか,...for example
なんども,many times
のんびり,in a leisurely way
もうすこし,a little more
おもいで,memory
かいがいりょこう,trip to a foreign country
からだ,body
くつした,socks
こくさいでんわ,international call
じゅぎょうりょう,tuition
しょうがっこう,elementary school
せんきょ,election
タイヤ,tire
ただ,free of charge
ばしょ,place
べっそう,villa; vacation home
ボーナス,bonus
ぼんおどり,Bon dance (Japanese traditional dance)
めんせつ,interview
ゆうしょく,dinner
りそう,ideal
るすばん,looking after a house during one's absence
まずい,(food is) terrible
あめがやむ,the rain stops
いなくなる,(someone) is gone; to disappear
おせわになる,to be in someone's care
おなかをこわす,to have a stomachache
ちがう,to be different; wrong
なくなる,to be lost; to disappear
わるぐちをいう,to talk behind someone's back
うける,"to take (an examination, interview, etc.)"
かえる,to change
はなれる,(something/someone) separates; parts from
〜かおをする,to look ...(facial expression)
がっかりする,to be disappointed
がまんする,to be tolerant/patient
せわをする,to take care of ...
どうじょうする,to sympathize
パンクする,(tire) goes flat
もどってくる,(something/someone) comes back
ゆうしょうする,to win a championship
いや,no
げんきでね,Take care of yourself.
そうそう,You are right.
そろそろ,it is about time to ...
そんな〜,such ...; that kind of ...
ものすごく,extremely
